design_type,efficacy_score,student_engagement,learning_outcome,ai_detection_rate,student_satisfaction,implementation_cost,faculty_workload,class_size,subject
Traditional,0.20387134040188362,0.6746488896833883,0.7659333203204988,0.6378979483176453,0.7844616204769567,High,High,87,STEM
Traditional,0.2349663842540965,0.6196626826163025,0.5782804424387202,0.22731046361823753,0.42035879890528893,High,High,175,Social Sciences
Traditional,0.28946324619667657,0.8155228461550137,0.8169484308236841,0.25203652864022763,0.5910188876220801,Medium,Low,139,Humanities
Traditional,0.11823684773940439,0.6381026611186793,0.6659034521987811,0.7352330065323113,0.7924955822448801,High,Medium,35,Humanities
Traditional,0.2727349212801669,0.18412970596810208,0.8091036487647887,0.5672633785427226,0.7018144813217717,Medium,Low,137,Social Sciences
Traditional,0.216984296126017,0.2838641802763136,0.6794084798698152,0.13574982659816226,0.9186177995736091,Medium,Medium,15,Social Sciences
Traditional,0.21918028843410697,0.5082673501523887,0.7332244558160689,0.535418802420524,0.36317585015288345,High,Medium,17,Humanities
Traditional,0.20176656004768587,0.7372828509134285,0.74929949567137,0.32435055935036883,0.4773621265242457,Medium,High,102,STEM
Traditional,0.21852633045691258,0.6254328957245758,0.6212701687040488,0.6153498181936252,0.971238556208404,High,High,70,Humanities
Traditional,0.2732209411932396,0.4664941106278982,0.728029673850297,0.3040989868666384,0.521855847110014,High,High,85,Humanities
Traditional,0.21055494067624703,0.8601092345994378,0.648671489887502,0.35034667811100173,0.6445483089085432,High,Low,26,STEM
Traditional,0.15989457438791407,0.7197869469185839,0.5496642422446318,0.6282820582976707,0.6732362368681309,Medium,Low,61,Humanities
Traditional,0.09918102392719895,0.7418689616152456,0.6815666807966961,-0.12165460946839801,0.4249420722463452,Low,Low,58,Humanities
Traditional,0.2865554811141072,0.7584539157079457,0.7712246298694052,0.27366361713420573,0.6260993670182824,Low,Low,184,Social Sciences
Traditional,0.10857622626567741,0.872913112069819,0.44515578229483793,0.5556168086428338,0.7508036932481074,Medium,Medium,77,Humanities
Traditional,0.21162784556843428,0.5705562032268334,0.658251103085652,0.6916028016625703,0.7534536826524447,Medium,Medium,199,Humanities
Traditional,0.2773452170136508,0.42193980153205923,0.7861518757796168,0.6010305922960955,0.38837131686427745,High,Low,109,STEM
Traditional,0.09701337918630129,0.43388751906695533,0.7710307677599909,0.6167255867405417,0.7277031951125797,High,Medium,38,Humanities
Traditional,0.1954793019496787,0.3090308178312019,0.3773466328513339,0.4440038144215491,0.6612360600560799,High,Medium,23,Social Sciences
Traditional,0.10864363592074433,0.6073030602076056,0.7031693718643487,0.41825171891098983,0.92640467977006,Low,Low,76,STEM
Traditional,0.08522449046166836,0.7587554666307095,0.7144360409212226,0.49078830523390315,0.6538092100903309,Low,High,58,Humanities
Traditional,0.22675716148694458,0.7595882480460147,0.6558400999187194,0.5434694825460316,0.6461542999391633,Low,Medium,155,Humanities
Traditional,0.17966590160884166,0.8537455330646453,0.6026557085524977,0.7073618610282498,0.6233474542583337,Low,Low,125,Social Sciences
Traditional,0.23614894274307374,0.5938667507321996,0.729820636626047,0.4426026494358481,0.7879441241770934,Low,Low,115,STEM
Traditional,0.21322404767911615,0.6323950105630478,0.34076455752664186,0.5636100210841051,0.6877822041272004,Low,Medium,56,Social Sciences
Traditional,0.2056345892379171,0.724327373623403,0.9291648017975646,0.8976252562927303,0.6970412707496374,High,High,47,Humanities
Traditional,0.08336839471369897,0.6749423696492012,0.7826727000960478,0.7209842669448486,0.7276690338616958,High,High,65,Humanities
Traditional,0.07767818493699463,0.7848082357662756,0.42168496813564355,0.12253633584981077,0.6604361517876204,Medium,Low,25,Social Sciences
Traditional,0.19413871907413188,0.6000777585426103,0.7686001870113027,0.5443785186258132,0.3603604994472045,Low,High,151,STEM
Traditional,0.28791134682629865,0.4783383812765034,0.677746564534785,0.19591568924792924,0.7987281131260439,Low,High,51,Humanities
Process-Oriented,0.663401965687082,0.4830638304308124,0.6208629292493563,0.8120636436507885,0.5539971827844475,Low,Medium,185,STEM
Process-Oriented,0.6647604324004215,0.6234294749157439,0.7781388578039602,0.5156815915316998,0.4735456661919287,Medium,High,124,Humanities
Process-Oriented,0.6342811370785499,0.47037160859819066,0.8660709200323281,0.8525855386714758,0.5466001068310398,High,Low,78,Social Sciences
Process-Oriented,0.6681629696657088,0.722971336498919,0.5572286520975367,0.3281119991459621,0.5822173470460611,Low,Low,94,Humanities
Process-Oriented,0.665059712137049,0.7029611398068774,0.8251773852751013,0.685316650503138,0.6886626867798359,Medium,Low,54,Social Sciences
Process-Oriented,0.7273899607408548,0.7511492213157648,0.5074813095581778,0.6615175784708679,0.7271455019477178,Low,Medium,186,Social Sciences
Process-Oriented,0.6582820137920634,0.60072713258483,0.8499227822007912,0.5664783997894876,0.7830643273642162,Low,Medium,58,STEM
Process-Oriented,0.4344927053983222,0.5620907693717276,0.7104995105973991,0.45192407686441843,0.4414317675171357,Medium,High,68,Social Sciences
Process-Oriented,0.8607590852354164,0.7866752564521153,0.9060919077070314,0.6360093208933792,0.48285568264572754,Medium,High,142,Humanities
Process-Oriented,0.7077084215332142,0.6126833631941756,0.7595978653960607,0.44312769899300875,0.4145700123004883,Medium,Low,59,Humanities
Process-Oriented,0.7389313090095865,0.7067553316947042,0.6831370939096211,0.13430781331663838,0.611877088315506,High,Low,157,STEM
Process-Oriented,0.7414960724451548,0.32873228364781026,0.6380184516487093,0.43145383427444817,0.7496064686758556,Medium,High,125,STEM
Process-Oriented,0.6810391153468944,0.5574240285946301,0.7290864063884354,0.30275867918622845,0.48519966959045346,Medium,Medium,49,Humanities
Process-Oriented,0.7276368664216633,0.49834290496317657,0.902698456106037,0.7762313025027541,0.6650248421159018,Low,High,143,Humanities
Process-Oriented,0.8048568583492504,0.5448062611178099,0.8318765349036041,0.36601220119310746,0.8146982397169498,High,High,199,STEM
Process-Oriented,0.6626576198600697,0.6299436247944235,0.8464740561031736,0.207011631762354,0.6368655921812661,Low,Low,185,STEM
Process-Oriented,0.7789154289746466,0.6925256557446743,0.5082665160054358,0.39906716241780854,0.5629167725025587,High,High,76,Humanities
Process-Oriented,0.6458683836472373,0.8204470879485977,0.687204451744087,0.2987073735176532,0.621660066845255,Low,Medium,95,Social Sciences
Process-Oriented,0.779002857588845,0.2748033263383209,0.5349304407088369,0.5067624984835705,0.647046147281577,Medium,Medium,18,STEM
Process-Oriented,0.637761010991068,0.6887630368518278,0.7689552784881054,0.6098729966344314,0.5939491024489233,Low,Low,43,Social Sciences
Process-Oriented,0.7220937433687968,0.6921991536062944,0.8092760728129106,0.5152102522975756,0.55536189713521,High,High,95,Social Sciences
Process-Oriented,0.716738656529427,0.4067940234059172,0.7152869900649728,0.7948111105911666,0.7131803248012984,Low,Medium,114,STEM
Process-Oriented,0.5751259409406452,0.501752729046428,0.602472970054588,0.39926935708857014,0.5858512371583677,Medium,Low,134,Humanities
Process-Oriented,0.7510845270446573,0.6295479679187503,0.6774406587680015,0.4961505114232445,0.9424522264303903,Medium,Low,123,Humanities
Process-Oriented,0.6059331071644303,0.5516006446512514,0.7922482605801581,0.45690236396439016,0.9393949243471591,High,High,36,Humanities
Process-Oriented,0.6831296809397588,0.5384473752513719,0.5359184370987611,0.41339069183664784,0.7891348571415333,Low,High,151,STEM
Process-Oriented,0.8858296755554588,0.3494612273914751,0.5848758175171027,0.46689708056122975,0.7639393179976222,High,Low,146,STEM
Process-Oriented,0.7650983080292972,0.8303685334434255,0.7819395285382637,0.4544863370389616,0.8930007505727093,Low,Medium,26,Humanities
Process-Oriented,0.7437081000220621,0.48441891426728734,0.6981269374316846,0.7233053000720738,0.5518868258094298,High,High,108,Humanities
Process-Oriented,0.8171055166734478,0.9089485233060313,0.6088904786042184,0.6015266376153118,0.6472745960922601,Low,Low,105,Humanities
Oral Defense,0.8263753936523675,0.6513962162972574,0.6923281067217709,0.6948716036634222,0.6850436366596385,Medium,Low,74,Humanities
Oral Defense,0.9415061908694529,0.5587291376825586,0.6713391846606982,0.5226467107511429,0.9085680962520957,Medium,High,181,Humanities
Oral Defense,0.8816299317865577,0.40057376140874934,0.5671300748883119,0.185638302557805,0.6467002372774431,Medium,High,28,Social Sciences
Oral Defense,0.9316051415095207,0.606583841809175,0.5991962653245919,0.47692935120890834,0.6262256612692395,High,High,42,Social Sciences
Oral Defense,0.9633901828954032,0.4084336036589561,0.6815384782337757,0.20059930619486843,0.7276799371927751,Low,Medium,191,STEM
Oral Defense,0.9936081204752154,0.5979560613630464,0.69552458426383,0.7190540263571008,0.6767897063647255,Medium,High,132,Social Sciences
Oral Defense,0.8714895177190484,0.5598205208555859,0.571818593733402,0.4915972329428863,0.373081448125415,Medium,High,155,Social Sciences
Oral Defense,0.9026018978832214,0.7952907564078294,0.43633868030216155,0.3879005098163591,0.7510846107590543,Medium,Low,52,Social Sciences
Oral Defense,0.9675938502433947,0.9261787878761827,0.5398095811872891,0.7226319901342915,0.5254277838207682,Medium,High,116,STEM
Oral Defense,0.8905203803772462,0.6622226630690342,0.6367774034643775,0.34230392033486595,0.6860458998373488,High,High,194,STEM
Oral Defense,0.7925360846408044,0.6808553590345712,0.5867248926815825,0.27534476346202275,0.5470616963972322,Low,Medium,24,Social Sciences
Oral Defense,0.9801646679534423,0.2840586406709875,0.7846077938538281,0.15269897275648647,0.662745216650113,Medium,High,78,Social Sciences
Oral Defense,0.9931965480484295,0.5478230780047874,0.7083790281090565,0.3533335735507123,0.6219254710313273,Low,High,159,STEM
Oral Defense,0.7389565653555451,0.7363823396727536,0.7137118374659053,0.4136684443993075,0.609614942278676,Medium,Medium,147,Humanities
Oral Defense,1.0,0.5646884773258554,0.7641058372394491,0.4927604835218029,0.6249930216576728,High,Low,180,Social Sciences
Oral Defense,0.7559067626933599,0.8325189684430534,0.8385585366030376,0.24489804870127785,0.8614616052899987,Low,Low,68,STEM
Oral Defense,0.934591293055062,0.7145260064238335,0.4676343956917761,0.5674869708630373,0.5655938335699693,Low,Low,161,Humanities
Oral Defense,0.9146845476674231,0.36851582018987694,0.6531835454965415,0.6092807443483889,0.6429124217558196,Low,Medium,165,STEM
Oral Defense,0.9455588004211057,0.6032872837238068,0.9853331335301103,0.7866890476458218,0.6598763254839182,Medium,Low,40,Humanities
Oral Defense,1.0,0.5484523489633109,0.6580610587154176,0.6954138481810459,0.6111407980813829,Low,High,181,Social Sciences
Oral Defense,0.8266214780317926,0.6819549961439787,0.6526541963091764,0.35647591108618654,0.46373984841893845,Medium,Medium,60,Social Sciences
Oral Defense,1.0,0.6132698720984336,0.7247355278384906,0.6642002619974374,0.8210120267564219,Low,Medium,174,STEM
Oral Defense,0.8044193915850224,0.6710936666416423,0.6456424988149811,0.3439605618743762,0.4403530429901919,High,High,15,Humanities
Oral Defense,0.89403123969149,0.5711642704047237,0.36637127841418343,0.2608605144866545,0.8336407692921148,Low,High,175,Humanities
Oral Defense,0.8603342164876715,0.7400254907778515,0.85253223819324,0.1831808754921872,0.5803174805204556,Medium,High,48,Humanities
Oral Defense,0.8572977583757436,0.43681448255269767,0.6510183567938116,0.6863022459497778,0.48965362568345183,Low,Low,106,Social Sciences
Oral Defense,0.816980031142166,0.5927487769943373,0.4751875063822343,0.24136520385880716,0.49067333270522645,Medium,High,74,Social Sciences
Oral Defense,0.8645688068235949,0.5369639989960368,0.824672187964728,0.6139218482321204,0.5526568051681887,Low,High,19,Social Sciences
Oral Defense,0.7946401431314659,0.8357389866226814,0.815575656470557,0.6457221364901163,0.597783245878963,High,High,149,STEM
Oral Defense,0.7779134854596487,0.5085419828502895,0.7239470347216338,0.36659584361494646,0.6728026652453074,Medium,High,92,Humanities
Project-Based,0.5850215746246348,0.7923384585006028,0.5076945157314157,0.43390333193578856,0.5583669245546605,Medium,Medium,111,Social Sciences
Project-Based,0.5227747788986172,0.483153017917873,0.8808732356355109,0.5567540909219766,0.5126383135509616,Medium,Low,44,Social Sciences
Project-Based,0.6704986194312479,0.41441992343054634,0.639314857779064,0.40055305755790555,0.8523671284226741,High,High,172,STEM
Project-Based,0.43479786285460886,0.6717598148350239,0.6372267096669143,0.4560555580073423,0.7241345056805336,Low,High,186,Social Sciences
Project-Based,0.6431419061579267,0.4727768908777067,0.8467450887863702,0.6361639642596488,0.7209713681340559,Low,Low,28,STEM
Project-Based,0.618021562894445,0.7037274928325201,0.7346509607299642,0.5824188551273819,0.7503963546447759,Low,Medium,113,Social Sciences
Project-Based,0.6107584734916207,0.4965221686961368,0.7092461991312882,0.6189794241363643,0.7123217870250053,Low,High,122,STEM
Project-Based,0.37093405624842213,0.6376219887987503,0.8590618887352752,0.7222550396181433,0.8763842027130507,High,Medium,90,Social Sciences
Project-Based,0.605792463910363,0.5730706053144031,0.5300662689089027,0.40849234864909933,0.2947486189069504,High,High,71,Humanities
Project-Based,0.6121749379301729,0.8883056642138911,0.5969148116270384,0.2705340506943037,0.6356700799396469,Low,High,106,Social Sciences
Project-Based,0.7272005824838691,0.6736223642122218,0.6600991846369885,0.45817284549878623,0.7062826727389576,Low,Medium,170,Social Sciences
Project-Based,0.593195643537313,0.6147959614370725,0.7984985054458549,0.7183315642365462,0.4187310066450647,High,High,54,Humanities
Project-Based,0.45153046716373935,0.611741152824882,0.6680642818735847,0.4144681830293198,0.5125510237506021,Low,Low,66,Humanities
Project-Based,0.772317333533957,0.4889305945485335,0.7255473860231131,0.2606826580998888,0.5666399636592586,Low,Low,182,Humanities
Project-Based,0.59107254471852,0.5006928802410388,0.4885586333534879,0.7109140140960539,0.5977518317661983,Low,Low,182,Social Sciences
Project-Based,0.5086925848778614,0.23590569708826242,0.5518126577675246,0.1443424819377121,0.5524032437042871,Medium,Medium,172,Humanities
Project-Based,0.7190244345460943,0.565276837086871,0.5270472146114855,0.7233511560375451,0.5697399852456623,High,Medium,184,Social Sciences
Project-Based,0.6419235617537805,0.5938184273544946,0.7842908848781098,0.6631199255476175,0.626916026828096,Medium,High,120,Social Sciences
Project-Based,0.6203835419032939,0.2597270141031971,0.9230732643616364,0.7686572309390022,0.5725427208905427,Medium,High,19,Humanities
Project-Based,0.6157234565812252,0.5658083595896265,0.7496178172889246,0.5227851550162433,0.3716056636998309,Low,Low,151,STEM
Project-Based,0.5618744008256249,0.4325849257037948,0.75720358737615,0.3644836051782788,0.6031827607325435,Medium,Medium,72,Humanities
Project-Based,0.5383239956970397,0.5832162360809332,0.6333244922033714,0.2663050763620861,0.8544097862015979,High,Medium,171,Social Sciences
Project-Based,0.736226382934308,0.46738542750989376,0.8100252956126656,0.4431105975234232,0.633963451317928,Low,Medium,86,Social Sciences
Project-Based,0.5705053433856333,0.7989015867967755,0.684583482082361,0.4906643696349617,0.5865914307292109,High,Low,47,STEM
Project-Based,0.5416838243235924,0.5645506136353462,0.7508601941423292,0.3208832774719185,0.46205171138916157,Low,Low,91,STEM
Project-Based,0.5450399225602024,0.7059337950389862,0.6656197438951786,0.45376028772420773,0.5775936804843796,Medium,Medium,171,Social Sciences
Project-Based,0.6628210668875572,0.543605544333344,0.6039853600949985,0.0847354304583583,1.0637072271015093,Low,Medium,28,Social Sciences
Project-Based,0.6031920820286366,0.5434607354847332,0.8560850633748598,0.6629496819890826,0.7730162368677261,Medium,High,192,Social Sciences
Project-Based,0.5747904779973344,0.8303392396925132,0.5937542366763391,0.4649074406894268,0.6613439826522096,Medium,High,103,Social Sciences
Project-Based,0.5955375981272327,0.823684528561239,0.6937782562706681,0.48577469666524103,0.7789577715004147,Low,Low,177,Social Sciences
Reflective,0.7716102741159929,0.8266139134428101,0.7188504257745867,0.5600228914442409,0.8140410478940641,Medium,Medium,185,Social Sciences
Reflective,0.5376308321669865,0.567132980895697,0.4807158778213065,0.8641531158824365,0.7131762623390304,Medium,Medium,56,Social Sciences
Reflective,0.5258604528302064,0.4474750893240101,0.8485998733205072,0.40902590606578004,0.7893848468523869,High,High,122,STEM
Reflective,0.6082010119727383,0.7533013760056452,0.5829567075225169,0.5261195436528783,0.521701883880132,Medium,Low,183,Social Sciences
Reflective,0.7258466009403418,0.728092154724954,0.6979600640203992,0.5208482510866309,0.9494109021644386,Low,High,17,Social Sciences
Reflective,0.5157523509847297,0.776186997021934,0.8084186923114571,0.3531939318843383,0.888063521032463,High,Medium,77,STEM
Reflective,0.8004698659706387,0.6797968905483571,0.8136257159515702,0.553732713516494,0.641943481250582,High,High,167,STEM
Reflective,0.7929964719379632,0.574236138031659,0.7531931778740157,0.8756979078630878,0.7427834018263622,Medium,Low,143,Social Sciences
Reflective,0.7635729949936251,0.681305017939232,0.864710784426857,0.6073539168678959,0.782286779490287,Low,Medium,78,Social Sciences
Reflective,0.7870092580599648,0.7120597839013192,0.8668193806720877,0.6084554062527832,0.4466398472297516,Medium,Medium,127,STEM
Reflective,0.5171969205155533,0.6398527097663662,0.5856253184281701,0.42034446002339676,0.42915881628244235,Low,High,119,STEM
Reflective,0.7843613368154202,0.8917146870259234,0.5859746481855661,0.6087889820682368,0.7202094012325705,Medium,Medium,65,STEM
Reflective,0.6809035403467091,0.8018462595725169,0.7427723202946724,0.5678846114251286,0.7321577758704845,Medium,High,70,Social Sciences
Reflective,0.6632619932493917,0.5742644260823585,0.8134812667410575,0.5842586482109396,0.7232732754873883,Medium,Low,69,Social Sciences
Reflective,0.7007462350824845,0.656472236241414,0.520422973012993,0.7410483893104622,0.38648433076625577,High,Medium,77,Social Sciences
Reflective,0.5950928990005885,0.6270152524135189,0.6915976964214401,0.2857715386852493,1.021587317887558,Medium,Low,45,STEM
Reflective,0.6826818454672359,0.4729872286553818,0.6051285017875191,0.4366060801160959,0.5333938711314347,Medium,Low,88,STEM
Reflective,0.488779346786259,0.4372780137208841,0.768088895350158,0.9761172402940774,0.8505414520231331,Medium,Medium,57,Humanities
Reflective,0.5620926606783521,0.3925366864842305,0.715376065167946,0.31132922048694833,0.4981626417824283,Low,Low,155,STEM
Reflective,0.6265632028860222,0.2972326845214709,0.7358088745180723,0.5161599220581993,0.43543557361083257,Low,Low,17,Humanities
Reflective,0.6664440523064812,0.4295929840697692,0.7647799447278555,0.7952664253871717,0.7681913176086786,Low,Low,21,STEM
Reflective,0.6815007557601316,0.7396057458874654,0.5693769174301166,0.3296676712246188,0.6364251733125315,Low,Low,159,Humanities
Reflective,0.46081525227418924,0.46752170505722324,0.6618341715163117,0.4466263844838383,0.8954261936237966,High,Low,198,Humanities
Reflective,0.7100808020600569,0.7140337029880957,0.7752213757204341,0.5250135787928311,0.6381091235670495,Low,Medium,84,Humanities
Reflective,0.8515646275800122,0.5992185666234892,0.7985636124919969,0.7538111573012798,0.6794219919878358,Low,High,23,Social Sciences
Reflective,0.783676812868552,0.6437640724878891,0.6564604129983853,0.9497471024950708,0.4828830260286717,High,High,145,Humanities
Reflective,0.49007732604333687,0.7533634063744075,0.5084524712956064,-0.030661813186672826,0.6188108706773716,High,Medium,134,STEM
Reflective,0.6358761204199747,0.5734985405426529,0.7502062546065718,0.41748818850107017,0.4727155295085859,High,Low,118,Social Sciences
Reflective,0.6102032331353577,0.7550912255700504,0.7349420262448239,0.3350460898511977,0.48912825489185624,Medium,Medium,83,Humanities
Reflective,0.7065949079596636,0.7522166124577379,0.45864001815247546,0.44223231493767395,0.7038896984821671,Low,Low,23,STEM
Peer-Review,0.7066332057289966,0.6748867940393452,0.5915336708170803,0.8105922850114625,0.7146640524018261,Medium,Low,24,Social Sciences
Peer-Review,0.43755259972772703,0.4973611271895898,0.4562038382119368,0.5515187950803309,0.8230227038608542,Medium,Low,163,STEM
Peer-Review,0.6055734031336064,0.4686842141294846,0.6073251191375094,0.3003111078090912,0.5169003188852156,Medium,Low,179,Social Sciences
Peer-Review,0.5433900559345253,0.4697969662788053,0.7555032130209663,0.4295826958410567,0.49829968570561056,Medium,Medium,17,Humanities
Peer-Review,0.6598199885518448,0.8596538048665581,0.8654927897488015,0.33087864014315704,0.7643775474710681,Medium,High,172,STEM
Peer-Review,0.49664947257854586,0.3683285435173874,0.447511476821894,0.2870830752322852,0.340944190028537,High,High,27,STEM
